 1.000000e+05  4.787123e+01  1.000000e+05  3.136799e+00 
 1.023293e+05  4.787123e+01  1.023293e+05  3.136688e+00 
 1.047129e+05  4.787123e+01  1.047129e+05  3.136573e+00 
 1.071519e+05  4.787123e+01  1.071519e+05  3.136457e+00 
 1.096478e+05  4.787123e+01  1.096478e+05  3.136337e+00 
 1.122018e+05  4.787123e+01  1.122018e+05  3.136214e+00 
 1.148154e+05  4.787123e+01  1.148154e+05  3.136089e+00 
 1.174898e+05  4.787123e+01  1.174898e+05  3.135961e+00 
 1.202264e+05  4.787123e+01  1.202264e+05  3.135830e+00 
 1.230269e+05  4.787124e+01  1.230269e+05  3.135696e+00 
 1.258925e+05  4.787124e+01  1.258925e+05  3.135558e+00 
 1.288250e+05  4.787124e+01  1.288250e+05  3.135418e+00 
 1.318257e+05  4.787124e+01  1.318257e+05  3.135274e+00 
 1.348963e+05  4.787124e+01  1.348963e+05  3.135127e+00 
 1.380384e+05  4.787124e+01  1.380384e+05  3.134976e+00 
 1.412538e+05  4.787124e+01  1.412538e+05  3.134822e+00 
 1.445440e+05  4.787124e+01  1.445440e+05  3.134664e+00 
 1.479108e+05  4.787124e+01  1.479108e+05  3.134503e+00 
 1.513561e+05  4.787124e+01  1.513561e+05  3.134338e+00 
 1.548817e+05  4.787124e+01  1.548817e+05  3.134169e+00 
 1.584893e+05  4.787124e+01  1.584893e+05  3.133996e+00 
 1.621810e+05  4.787124e+01  1.621810e+05  3.133819e+00 
 1.659587e+05  4.787124e+01  1.659587e+05  3.133638e+00 
 1.698244e+05  4.787124e+01  1.698244e+05  3.133452e+00 
 1.737801e+05  4.787124e+01  1.737801e+05  3.133263e+00 
 1.778279e+05  4.787124e+01  1.778279e+05  3.133069e+00 
 1.819701e+05  4.787124e+01  1.819701e+05  3.132870e+00 
 1.862087e+05  4.787125e+01  1.862087e+05  3.132667e+00 
 1.905461e+05  4.787125e+01  1.905461e+05  3.132459e+00 
 1.949845e+05  4.787125e+01  1.949845e+05  3.132246e+00 
 1.995262e+05  4.787125e+01  1.995262e+05  3.132029e+00 
 2.041738e+05  4.787125e+01  2.041738e+05  3.131806e+00 
 2.089296e+05  4.787125e+01  2.089296e+05  3.131578e+00 
 2.137962e+05  4.787125e+01  2.137962e+05  3.131345e+00 
 2.187762e+05  4.787125e+01  2.187762e+05  3.131106e+00 
 2.238721e+05  4.787125e+01  2.238721e+05  3.130862e+00 
 2.290868e+05  4.787126e+01  2.290868e+05  3.130612e+00 
 2.344229e+05  4.787126e+01  2.344229e+05  3.130356e+00 
 2.398833e+05  4.787126e+01  2.398833e+05  3.130094e+00 
 2.454709e+05  4.787126e+01  2.454709e+05  3.129826e+00 
 2.511886e+05  4.787126e+01  2.511886e+05  3.129552e+00 
 2.570396e+05  4.787126e+01  2.570396e+05  3.129272e+00 
 2.630268e+05  4.787126e+01  2.630268e+05  3.128985e+00 
 2.691535e+05  4.787127e+01  2.691535e+05  3.128691e+00 
 2.754229e+05  4.787127e+01  2.754229e+05  3.128391e+00 
 2.818383e+05  4.787127e+01  2.818383e+05  3.128083e+00 
 2.884032e+05  4.787127e+01  2.884032e+05  3.127768e+00 
 2.951209e+05  4.787127e+01  2.951209e+05  3.127446e+00 
 3.019952e+05  4.787128e+01  3.019952e+05  3.127117e+00 
 3.090295e+05  4.787128e+01  3.090295e+05  3.126780e+00 
 3.162278e+05  4.787128e+01  3.162278e+05  3.126434e+00 
 3.235937e+05  4.787128e+01  3.235937e+05  3.126081e+00 
 3.311311e+05  4.787129e+01  3.311311e+05  3.125720e+00 
 3.388442e+05  4.787129e+01  3.388442e+05  3.125350e+00 
 3.467369e+05  4.787129e+01  3.467369e+05  3.124972e+00 
 3.548134e+05  4.787129e+01  3.548134e+05  3.124585e+00 
 3.630781e+05  4.787130e+01  3.630781e+05  3.124189e+00 
 3.715352e+05  4.787130e+01  3.715352e+05  3.123783e+00 
 3.801894e+05  4.787130e+01  3.801894e+05  3.123368e+00 
 3.890451e+05  4.787131e+01  3.890451e+05  3.122944e+00 
 3.981072e+05  4.787131e+01  3.981072e+05  3.122509e+00 
 4.073803e+05  4.787132e+01  4.073803e+05  3.122065e+00 
 4.168694e+05  4.787132e+01  4.168694e+05  3.121610e+00 
 4.265795e+05  4.787132e+01  4.265795e+05  3.121144e+00 
 4.365158e+05  4.787133e+01  4.365158e+05  3.120668e+00 
 4.466836e+05  4.787133e+01  4.466836e+05  3.120180e+00 
 4.570882e+05  4.787134e+01  4.570882e+05  3.119682e+00 
 4.677351e+05  4.787134e+01  4.677351e+05  3.119171e+00 
 4.786301e+05  4.787135e+01  4.786301e+05  3.118649e+00 
 4.897788e+05  4.787135e+01  4.897788e+05  3.118114e+00 
 5.011872e+05  4.787136e+01  5.011872e+05  3.117567e+00 
 5.128614e+05  4.787137e+01  5.128614e+05  3.117008e+00 
 5.248075e+05  4.787137e+01  5.248075e+05  3.116435e+00 
 5.370318e+05  4.787138e+01  5.370318e+05  3.115849e+00 
 5.495409e+05  4.787139e+01  5.495409e+05  3.115249e+00 
 5.623413e+05  4.787140e+01  5.623413e+05  3.114635e+00 
 5.754399e+05  4.787140e+01  5.754399e+05  3.114007e+00 
 5.888437e+05  4.787141e+01  5.888437e+05  3.113365e+00 
 6.025596e+05  4.787142e+01  6.025596e+05  3.112707e+00 
