198730.122503	17.723164	198730.122503	2.430537
218603.134754	17.365605	218603.134754	2.381325
240463.448229	16.968903	240463.448229	2.331525
264509.793052	16.532725	264509.793052	2.281547
290960.772357	16.057445	290960.772357	2.231796
320056.849593	15.544113	320056.849593	2.182657
352062.534552	14.994381	352062.534552	2.134473
387268.788008	14.410394	387268.788008	2.087538
425995.666808	13.794656	425995.666808	2.042083
468595.233489	13.149893	468595.233489	1.998276
515454.756838	12.478925	515454.756838	1.956217
567000.232522	11.784547	567000.232522	1.915950
623700.255774	11.069440	623700.255774	1.877461
686070.281351	10.336104	686070.281351	1.840691
754677.309487	9.586810	754677.309487	1.805541
830145.040435	8.823576	830145.040435	1.771880
913159.544479	8.048152	913159.544479	1.739554
1004475.498927	7.262022	1004475.498927	1.708389
1104923.048819	6.466409	1104923.048819	1.678199
1215415.353701	5.662284	1215415.353701	1.648785
1336956.889071	4.850375	1336956.889071	1.619946
1470652.577978	4.031181	1470652.577978	1.591471
1617717.835776	3.204973	1617717.835776	1.563152
1779489.619354	2.371804	1779489.619354	1.534775
1957438.581289	1.531506	1957438.581289	1.506130
2153182.439418	0.683692	2153182.439418	1.477008
2368500.683360	-0.172257	2368500.683360	1.447202
2605350.751696	-1.037192	2605350.751696	1.416512
2865885.826866	-1.912214	2865885.826866	1.384746
3152474.409552	-2.798677	3152474.409552	1.351725
3467721.850507	-3.698201	3467721.850507	1.317284
3814494.035558	-4.612669	3814494.035558	1.281282
4195943.439114	-5.544224	4195943.439114	1.243605
4615537.783025	-6.495248	4615537.783025	1.204176
5077091.561328	-7.468322	5077091.561328	1.162958
5584800.717461	-8.466174	5584800.717461	1.119970
6143280.789207	-9.491588	6143280.789207	1.075286
6757608.868127	-10.547307	6757608.868127	1.029044
7433369.754940	-11.635901	7433369.754940	0.981446
8176706.730434	-12.759633	8176706.730434	0.932761
8994377.403477	-13.920318	8994377.403477	0.883310
9893815.143825	-15.119201	9893815.143825	0.833463
10883196.658208	-16.356857	10883196.658208	0.783618
11971516.324028	-17.633143	11971516.324028	0.734187
13168667.956431	-18.947190	13168667.956431	0.685572
14485534.752074	-20.297443	14485534.752074	0.638149
15934088.227282	-21.681751	15934088.227282	0.592253
17527497.050010	-23.097477	17527497.050010	0.548167
19280246.755011	-24.541619	19280246.755011	0.506113
21208271.430512	-26.010942	21208271.430512	0.466254
23329098.573563	-27.502080	23329098.573563	0.428691
25662008.430920	-29.011622	25662008.430920	0.393476
28228209.274011	-30.536180	28228209.274011	0.360610
31051030.201413	-32.072411	31051030.201413	0.330058
34156133.221554	-33.617033	34156133.221554	0.301755
37571746.543709	-35.166809	37571746.543709	0.275612
41328921.198080	-36.718515	41328921.198080	0.251525
45461813.317888	-38.268895	45461813.317888	0.229379
50007994.649677	-39.814607	50007994.649677	0.209055
55008794.114645	-41.352168	55008794.114645	0.190430
60509673.526109	-42.877886	60509673.526109	0.173385
66560640.878720	-44.387804	66560640.878720	0.157801
73216704.966592	-45.877648	73216704.966592	0.143565
80538375.463251	-47.342790	80538375.463251	0.130571
88592213.009577	-48.778227	88592213.009577	0.118717
97451434.310534	-50.178592	97451434.310534	0.107910
107196577.741588	-51.538200	107196577.741588	0.098061
117916235.515746	-52.851135	117916235.515746	0.089090
129707859.067321	-54.111393	129707859.067321	0.080921
142678644.974053	-55.313065	142678644.974053	0.073487
156946509.471458	-56.450571	156946509.471458	0.066723
172641160.418604	-57.518921	172641160.418604	0.060572
189905276.460465	-58.513981	189905276.460465	0.054981
208895804.106511	-59.432719	208895804.106511	0.049902
229785384.517162	-60.273398	229785384.517162	0.045289
252763922.968879	-61.035685	252763922.968879	0.041102
278040315.265767	-61.720671	278040315.265767	0.037303
305844346.792343	-62.330788	305844346.792343	0.033857
336428781.471578	-62.869637	336428781.471578	0.030732
370071659.618735	-63.341756	370071659.618735	0.027898
407078825.580609	-63.752350	407078825.580609	0.025328
447786708.138670	-64.107019	447786708.138670	0.022998
492565378.952537	-64.411507	492565378.952537	0.020885
541821916.847791	-64.671486	541821916.847791	0.018968
596004108.532570	-64.892393	596004108.532570	0.017229
655604519.385827	-65.079311	655604519.385827	0.015652
721164971.324410	-65.236890	721164971.324410	0.014220
793281468.456851	-65.369319	793281468.456851	0.012920
872609615.302536	-65.480313	872609615.302536	0.011740
959870576.832790	-65.573129	959870576.832790	0.010669
