100.000000	25.679178	-2.262468
110.000000	25.679178	-2.262468
121.000000	25.679178	-2.262468
133.100000	25.679178	-2.262468
146.410000	25.679178	-2.262468
161.051000	25.679178	-2.262468
177.156100	25.679178	-2.262468
194.871710	25.679178	-2.262468
214.358881	25.679178	-2.262468
235.794769	25.679178	-2.262468
259.374246	25.679178	-2.262468
285.311671	25.679178	-2.262468
313.842838	25.679178	-2.262468
345.227121	25.679178	-2.262468
379.749834	25.679178	-2.262468
417.724817	25.679178	-2.262468
459.497299	25.679178	-2.262468
505.447028	25.679178	-2.262469
555.991731	25.679178	-2.262469
611.590904	25.679178	-2.262469
672.749995	25.679178	-2.262469
740.024994	25.679178	-2.262469
814.027494	25.679178	-2.262469
895.430243	25.679178	-2.262469
984.973268	25.679178	-2.262470
1083.470594	25.679178	-2.262470
1191.817654	25.679178	-2.262470
1310.999419	25.679178	-2.262470
1442.099361	25.679178	-2.262471
1586.309297	25.679178	-2.262471
1744.940227	25.679178	-2.262471
1919.434250	25.679178	-2.262472
2111.377675	25.679178	-2.262472
2322.515442	25.679178	-2.262473
2554.766986	25.679178	-2.262473
2810.243685	25.679178	-2.262474
3091.268053	25.679178	-2.262474
3400.394859	25.679178	-2.262475
3740.434344	25.679178	-2.262476
4114.477779	25.679178	-2.262477
4525.925557	25.679177	-2.262477
4978.518112	25.679177	-2.262478
5476.369924	25.679177	-2.262480
6024.006916	25.679177	-2.262481
6626.407608	25.679177	-2.262482
7289.048369	25.679177	-2.262484
8017.953205	25.679177	-2.262485
8819.748526	25.679177	-2.262487
9701.723378	25.679176	-2.262489
10671.895716	25.679176	-2.262491
11739.085288	25.679176	-2.262493
12912.993817	25.679176	-2.262496
14204.293198	25.679176	-2.262499
15624.722518	25.679175	-2.262502
17187.194770	25.679175	-2.262505
18905.914247	25.679175	-2.262509
20796.505672	25.679174	-2.262513
22876.156239	25.679174	-2.262518
25163.771863	25.679174	-2.262523
27680.149049	25.679173	-2.262529
30448.163954	25.679173	-2.262535
33492.980350	25.679172	-2.262542
36842.278385	25.679171	-2.262549
40526.506223	25.679171	-2.262557
44579.156845	25.679170	-2.262566
49037.072530	25.679169	-2.262576
53940.779783	25.679168	-2.262587
59334.857761	25.679167	-2.262599
65268.343537	25.679166	-2.262612
71795.177891	25.679165	-2.262626
78974.695680	25.679163	-2.262642
86872.165248	25.679162	-2.262660
95559.381773	25.679160	-2.262679
105115.319950	25.679158	-2.262700
115626.851945	25.679156	-2.262723
127189.537140	25.679154	-2.262749
139908.490853	25.679151	-2.262777
153899.339939	25.679148	-2.262808
169289.273933	25.679145	-2.262842
186218.201326	25.679142	-2.262879
204840.021459	25.679138	-2.262921
225324.023604	25.679134	-2.262966
247856.425965	25.679129	-2.263016
272642.068561	25.679123	-2.263071
299906.275417	25.679117	-2.263131
329896.902959	25.679110	-2.263198
362886.593255	25.679103	-2.263271
399175.252581	25.679094	-2.263351
439092.777839	25.679085	-2.263440
483002.055623	25.679074	-2.263537
531302.261185	25.679062	-2.263644
584432.487303	25.679048	-2.263762
642875.736034	25.679033	-2.263892
707163.309637	25.679015	-2.264034
777879.640601	25.678995	-2.264191
855667.604661	25.678973	-2.264364
941234.365127	25.678947	-2.264554
1035357.801640	25.678917	-2.264764
1138893.581804	25.678883	-2.264994
1252782.939984	25.678844	-2.265247
1378061.233982	25.678799	-2.265526
1515867.357380	25.678748	-2.265833
1667454.093119	25.678688	-2.266172
1834199.502430	25.678618	-2.266544
2017619.452673	25.678538	-2.266954
2219381.397941	25.678444	-2.267405
2441319.537735	25.678334	-2.267902
2685451.491508	25.678206	-2.268449
2953996.640659	25.678056	-2.269052
