 1.000000e+00 -4.028741e+01  1.000000e+00  3.104904e+00 
 1.023293e+00 -3.986306e+01  1.023293e+00  3.104445e+00 
 1.047129e+00 -3.943988e+01  1.047129e+00  3.103966e+00 
 1.071519e+00 -3.901784e+01  1.071519e+00  3.103465e+00 
 1.096478e+00 -3.859685e+01  1.096478e+00  3.102942e+00 
 1.122018e+00 -3.817689e+01  1.122018e+00  3.102398e+00 
 1.148154e+00 -3.775789e+01  1.148154e+00  3.101832e+00 
 1.174898e+00 -3.733981e+01  1.174898e+00  3.101244e+00 
 1.202264e+00 -3.692260e+01  1.202264e+00  3.100634e+00 
 1.230269e+00 -3.650623e+01  1.230269e+00  3.100001e+00 
 1.258925e+00 -3.609065e+01  1.258925e+00  3.099346e+00 
 1.288250e+00 -3.567582e+01  1.288250e+00  3.098667e+00 
 1.318257e+00 -3.526172e+01  1.318257e+00  3.097966e+00 
 1.348963e+00 -3.484830e+01  1.348963e+00  3.097241e+00 
 1.380384e+00 -3.443554e+01  1.380384e+00  3.096492e+00 
 1.412538e+00 -3.402340e+01  1.412538e+00  3.095719e+00 
 1.445440e+00 -3.361186e+01  1.445440e+00  3.094922e+00 
 1.479108e+00 -3.320089e+01  1.479108e+00  3.094100e+00 
 1.513561e+00 -3.279047e+01  1.513561e+00  3.093253e+00 
 1.548817e+00 -3.238056e+01  1.548817e+00  3.092380e+00 
 1.584893e+00 -3.197114e+01  1.584893e+00  3.091481e+00 
 1.621810e+00 -3.156221e+01  1.621810e+00  3.090556e+00 
 1.659587e+00 -3.115372e+01  1.659587e+00  3.089604e+00 
 1.698244e+00 -3.074567e+01  1.698244e+00  3.088624e+00 
 1.737801e+00 -3.033804e+01  1.737801e+00  3.087617e+00 
 1.778279e+00 -2.993080e+01  1.778279e+00  3.086581e+00 
 1.819701e+00 -2.952394e+01  1.819701e+00  3.085517e+00 
 1.862087e+00 -2.911745e+01  1.862087e+00  3.084423e+00 
 1.905461e+00 -2.871131e+01  1.905461e+00  3.083299e+00 
 1.949845e+00 -2.830550e+01  1.949845e+00  3.082145e+00 
 1.995262e+00 -2.790002e+01  1.995262e+00  3.080960e+00 
 2.041738e+00 -2.749485e+01  2.041738e+00  3.079743e+00 
 2.089296e+00 -2.708998e+01  2.089296e+00  3.078494e+00 
 2.137962e+00 -2.668539e+01  2.137962e+00  3.077212e+00 
 2.187762e+00 -2.628108e+01  2.187762e+00  3.075896e+00 
 2.238721e+00 -2.587704e+01  2.238721e+00  3.074546e+00 
 2.290868e+00 -2.547325e+01  2.290868e+00  3.073161e+00 
 2.344229e+00 -2.506972e+01  2.344229e+00  3.071741e+00 
 2.398833e+00 -2.466643e+01  2.398833e+00  3.070284e+00 
 2.454709e+00 -2.426337e+01  2.454709e+00  3.068790e+00 
 2.511886e+00 -2.386053e+01  2.511886e+00  3.067258e+00 
 2.570396e+00 -2.345792e+01  2.570396e+00  3.065688e+00 
 2.630268e+00 -2.305552e+01  2.630268e+00  3.064078e+00 
 2.691535e+00 -2.265333e+01  2.691535e+00  3.062427e+00 
 2.754229e+00 -2.225134e+01  2.754229e+00  3.060736e+00 
 2.818383e+00 -2.184956e+01  2.818383e+00  3.059003e+00 
 2.884032e+00 -2.144796e+01  2.884032e+00  3.057227e+00 
 2.951209e+00 -2.104656e+01  2.951209e+00  3.055407e+00 
 3.019952e+00 -2.064535e+01  3.019952e+00  3.053542e+00 
 3.090295e+00 -2.024432e+01  3.090295e+00  3.051632e+00 
 3.162278e+00 -1.984347e+01  3.162278e+00  3.049675e+00 
 3.235937e+00 -1.944280e+01  3.235937e+00  3.047671e+00 
 3.311311e+00 -1.904231e+01  3.311311e+00  3.045618e+00 
 3.388442e+00 -1.864200e+01  3.388442e+00  3.043516e+00 
 3.467369e+00 -1.824187e+01  3.467369e+00  3.041363e+00 
 3.548134e+00 -1.784191e+01  3.548134e+00  3.039158e+00 
 3.630781e+00 -1.744212e+01  3.630781e+00  3.036901e+00 
 3.715352e+00 -1.704252e+01  3.715352e+00  3.034589e+00 
 3.801894e+00 -1.664308e+01  3.801894e+00  3.032223e+00 
 3.890451e+00 -1.624383e+01  3.890451e+00  3.029801e+00 
 3.981072e+00 -1.584475e+01  3.981072e+00  3.027321e+00 
 4.073803e+00 -1.544586e+01  4.073803e+00  3.024783e+00 
 4.168694e+00 -1.504714e+01  4.168694e+00  3.022185e+00 
 4.265795e+00 -1.464861e+01  4.265795e+00  3.019526e+00 
 4.365158e+00 -1.425027e+01  4.365158e+00  3.016804e+00 
 4.466836e+00 -1.385212e+01  4.466836e+00  3.014020e+00 
 4.570882e+00 -1.345416e+01  4.570882e+00  3.011170e+00 
 4.677351e+00 -1.305640e+01  4.677351e+00  3.008254e+00 
 4.786301e+00 -1.265884e+01  4.786301e+00  3.005271e+00 
 4.897788e+00 -1.226149e+01  4.897788e+00  3.002219e+00 
 5.011872e+00 -1.186435e+01  5.011872e+00  2.999097e+00 
 5.128614e+00 -1.146743e+01  5.128614e+00  2.995903e+00 
 5.248075e+00 -1.107073e+01  5.248075e+00  2.992636e+00 
 5.370318e+00 -1.067426e+01  5.370318e+00  2.989294e+00 
 5.495409e+00 -1.027803e+01  5.495409e+00  2.985877e+00 
 5.623413e+00 -9.882048e+00  5.623413e+00  2.982381e+00 
 5.754399e+00 -9.486315e+00  5.754399e+00  2.978807e+00 
 5.888437e+00 -9.090841e+00  5.888437e+00  2.975152e+00 
 6.025596e+00 -8.695637e+00  6.025596e+00  2.971416e+00 
 6.165950e+00 -8.300711e+00  6.165950e+00  2.967595e+00 
